epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
119,67168.5,1.15233,1.32367,1.2285,0.58446,0.40919,0.4381,0.31181,1.10706,1.27231,1.18214,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,67740.7,1.14919,1.31947,1.22812,0.58197,0.40992,0.4389,0.31246,1.10633,1.27143,1.18133,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,68306.9,1.14715,1.31397,1.22771,0.58351,0.41106,0.43961,0.31295,1.10559,1.27023,1.18054,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,68875.8,1.14533,1.31323,1.22621,0.58105,0.41166,0.44048,0.31384,1.10549,1.26926,1.17991,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,69448.4,1.14651,1.30722,1.22564,0.57852,0.41251,0.44077,0.31399,1.10497,1.26836,1.17943,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,70020.3,1.1441,1.30414,1.22311,0.58213,0.41193,0.44139,0.31455,1.10457,1.26714,1.17893,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,70592.8,1.14057,1.29928,1.22291,0.57929,0.41324,0.44186,0.31474,1.10414,1.26631,1.17836,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,71159.2,1.1399,1.29683,1.2202,0.5817,0.41332,0.44234,0.31502,1.10333,1.26552,1.17744,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,71727.1,1.1376,1.29188,1.21995,0.57747,0.41391,0.44291,0.31542,1.10281,1.26529,1.17689,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,72294.9,1.13667,1.28719,1.21937,0.57437,0.41602,0.44272,0.31528,1.10193,1.2642,1.17603,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,72865,1.13501,1.28166,1.21688,0.57561,0.41678,0.44335,0.31576,1.10142,1.26357,1.17537,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,73436.6,1.13235,1.27781,1.21603,0.57449,0.41646,0.44391,0.31627,1.10109,1.26315,1.17482,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,74008.4,1.13062,1.2737,1.21446,0.57526,0.41774,0.44475,0.31685,1.10079,1.26321,1.17435,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,74580.3,1.12835,1.26858,1.21191,0.57427,0.41837,0.44512,0.31709,1.1006,1.26347,1.17383,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,75156.7,1.12488,1.26155,1.21078,0.57359,0.41888,0.44601,0.3175,1.10047,1.2626,1.17331,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
